chunk_id,file_id,text
eng_002_chunk_1,eng_002,"--- Page 1 ---

You hear about
ICE activity —
NOW mn

ing accurate informatio
vuild rower: and curb pan



--- Page 2 ---

Communities across the country are on high alert. You
may hear about ICE sightings or arrests, but it may not
be clear whether it was actually ICE.

This is by design. ICE intentionally uses tactics (like not
identifying themselves or wearing clothes that look like
local police) so that it may not be clear whether they
are part of ICE.

lf you witness ICE activity, try to"
eng_002_chunk_2,eng_002,"document the

following details so communities can better determine
whether it was actually ICE, and if so, to understand



--- Page 3 ---

WHO IS THE SOURCE?

Figuring out where the information is coming from can help
you determine the reliability of what you’ve heard.
Did your source witness what happened?

W® If not, did they hear it from someone who did?

w [f not, who is the actual information about the sighting/arrest

coming from?

If they aren't a witness, do they know anyone who would"
eng_002_chunk_3,eng_002,"have more information or know the family of the person
impacted?

W® Have they spoken with the witness directly?
Ww Did the witness take photographs or video of what they saw?

Ww Has the incident been reported to a local immigrant rights
organization or local elected officials?


--- Page 4 ---

WHAT HAPPENED?

Crucial facts to have to verify the information.

When did it happen?
® Date and Time
Where did it happen?

w® Address, if possible

e Cross streets or nearby landmark
e What kind of loc"
eng_002_chunk_4,eng_002,"ation? (For example: a home, school, shelter,
hospital, outdoor, etc.)

How many officers were present?

w Number of officers
e Where were they? (For example: 2-3 officers entered the house
while 5-6 waited on the street)


--- Page 5 ---

WHAT IF IT ISN'T CLEAR
THAT IT WAS ICE?

Even when you get all the details, it may not always be clear
whether it was ICE.

What can you do?

™® Contact your local elected officials’ office with the details
collected.

w® Reach out to your local immigrant righ"
eng_002_chunk_5,eng_002,"ts group or community
organizers with the details collected.
e They may be able to determine whether the tactics described are
consistent with ICE practices on the ground.

e They may have also ideas of other agencies you can reach out to
for more information.

(=)


--- Page 6 ---

THINKING ABOUT SHARING WHAT
YOU SAW OR HEARD ON SOCIAL
MEDIA?

SHARE RESPONSIBLY!

Reach out to local organizers, mutual aid groups, immigrant rights
groups, and/or local elected officials to share the reports.

Alth"
eng_002_chunk_6,eng_002,"ough it may seem like ICE, it's possible that it wasn't actually ICE
and sharing or resharing the inaccurate information can cause more
fear.

Many groups are doing rapid response or ICEwatch and may have an
idea of the trends of local ICE practices - They may be able to
confirm whether it was ICE or not.

(3)


--- Page 7 ---

THINKING ABOUT SHARING WHAT
YOU SAW OR HEARD ON SOCIAL
MEDIA?

If you witnessed the arrest

WwW Reach out first to family members of the person arrested to
share what you"
eng_002_chunk_7,eng_002,"saw.

W let them decide if they want to share what happened publicly.

If you decide to share on social media
Ww Dont use the names or identifying information of the person
arrested.
™® |f you have photos or videos, blur the faces of anyone in the

images. You don’t accidentally want to share the information
about the person arrested on the internet.

(3)


--- Page 8 ---

REMEMBER

You have rights
regardless of your
immigration status.

IMMIGRANTDEFENSEPROJECT.ORG/KYR"
eng_003_chunk_1,eng_003,"--- Page 1 ---

4 IMMIGRANT
_ DEFENSE
J PROJECT

KNOW YOUR
RIGHTS

What can Ido when
ICE is at my door?

\
- If you or a loved one could be at risk of an ICE arrest, a
speak to an attorney for individualized advice. \\


--- Page 2 ---

YOU HAVE THE RIGHT TO
LEAVE YOUR DOOR CLOSED
AND REMAIN SILENT.

You have the same rights when
ICE or the police are at the door.
DO NOT LIE to the officers.
Try to stay calm and be polite.

If the officers
are threatening
or intimidating,
you can Say:

I don't"
eng_003_chunk_2,eng_003,"want to answer
your questions.
Please leave.


--- Page 3 ---

IDP

IF OFFICERS ARE AT YOUR
DOOR, THROUGH A CLOSED
DOOR, ASK FOR:

Their ID Ask for their
Ifthey say they precinct and if they
are “police”: are ICE.

Their contact information

Youcansay: Idon't want to answer your
questions. Please leave
your contact information.

\\ y
s If you or a loved one could be at risk of an ICE arrest, ——
speak to an attorney for individualized advice. \\


--- Page 4 ---

©)

IDP

IF OFFICERS ARE AT YOUR"
eng_003_chunk_3,eng_003,"DOOR, THROUGH A CLOSED
DOOR, ASK FOR:

A warrant

e Tell them to slide it under the door.

e Make sure any warrant is signed by a
judge (not ICE) and

e has the correct name and address.

If the officers I don't want to answer
do not havea your questions.
warrant, say: Please leave.

- If you or a loved one could be at risk of an ICE arrest, a
speak to an attorney for individualized advice. \\


--- Page 5 ---

WHO'S AT RISK OF AN ICE
ARREST? THE LAW ALLOWS
THE FEDERAL GOVERNMENT TO
DEPORT:

An"
eng_003_chunk_4,eng_003,"yone without lawful immigration
status, including a person who:

e entered without status
¢ overstayed a visa
e has a final order of removal

Anyone with lawful status with certain

criminal convictions, including:

e Lawful permanent residents/green card holders
e Refugees and asylees
e Visa holders

ICE decides who to arrest and deport.


--- Page 6 ---

BE AWARE :

If you have legal status in the U.S.
and prior criminal convictions, you
could be at risk, even if:

e Your conviction is from ye"
eng_003_chunk_5,eng_003,"ars ago;

e You didn’t serve time in jail;

e Your case was a Minor ora
misdemeanor;

e You've had your green card for along
time;

e Your family members are U.S. citizens

\\ y
— lf you or a loved one could be at risk of an ICE arrest, ——
speak to an attorney for individualized advice. \\


--- Page 7 ---

A IMMIGRANT
‘<> DEFENSE
J PROJECT

KNOW YOUR
RIGHTS WITH ICE

Get more resourcesat:

immigrantdefenseproject.org/kyr"
eng_004_chunk_1,eng_004,"--- Page 1 ---

“iN IMMIGRANT
‘ IDP DEFENSE

Gat

ICE PULLED
OVER MY CAR!

What are my rights?
Frequently Asked Questions

OD


--- Page 2 ---

()

DO | HAVE TO
— PULL OVER?

It’s important to pull over!

In New York, if you are the driver, you must pull
over if stopped by any law enforcement officer,
even if you don’t think you did anything wrong.

Be safe: If ICE is trying to pull you over and you
do not stop, the ICE officers might use force or
violence to stop your car.


--- Page 3 ---

“"
eng_004_chunk_2,eng_004,"oP

Z

, HOW DO I KNOW WHO
° 1S PULLING ME OVER?

Ask the officers to identify themselves.

Before you say anything else, ask:

e “Are you the police?”

e “Are you highway patrol?”
e “Are you immigration?”

e “Why am I being stopped?”

Be safe: ICE officers often use unmarked cars and
wear plain clothes or vests that say “POLICE.”
They do not reveal that they are ICE.


--- Page 4 ---

“oP

~ DOTHAVETO ROLL
""—— DOWN MY WINDOW?

Only roll down your window if the officer
asks. If you are asked, yo"
eng_004_chunk_3,eng_004,"u can partially
roll down the window.

Before you say anything else, ask:

e “Am I free to go?”
e “Who are you?”
e “Why am I being stopped?”

Be safe: ICE may not wait for you to roll down the
window. They may just open the door or break the
window to pull you or someone else out of the car.


--- Page 5 ---

“oP

DO | HAVE TO GIVE
OFFICERS MY ID?

Drivers Show a driver’s license or another ID issued
from the U.S. government.

e Do not give the officer any false or foreign documents
such as a pa"
eng_004_chunk_4,eng_004,"ssport, consular ID, or an expired visa.

Passengers Do not have to show the officer an ID or
give any personal information, including name,
address, or place of birth.

Be safe: Ask the officers to identify themselves
before showing any ID or answering any
questions.


--- Page 6 ---

a DO | HAVE TO GIVE
OFFICERS MY NAME?

No one has to give ICE their personal
information, including name, address, or
place of birth.

Before you answer any questions, say:
e “Am I free to go?”
e “IT don’t consent"
eng_004_chunk_5,eng_004,"to give you an ID or answer
your questions.”

Be safe: Don’t answer any questions about your
immigration or criminal history.


--- Page 7 ---

DO | HAVE TO GET
# OUT OF THE CAR?

ICE officers can order you to get out of
the car for “officer safety.” They might
arrest you when you get out of the car.

Before you get out, ask:
e “Am I free to go?”
e “Who are you?”
e “Why am I! being stopped?”

Be safe: ICE may not wait for you to get out of the
car. They may just open the door or break the
windo"
eng_004_chunk_6,eng_004,"w to pull you or someone else out of the car.


--- Page 8 ---

‘<r CAN ICE SEARCH ME,
MY POCKETS OR CAR?

ICE cannot search anything without a
judicial warrant or your consent!

e That includes your car glove compartment or
trunk.

e |CE officers can only pat you above the clothes
for “officer safety” or during an arrest.

Be safe: If ICE searches you or your car
(including glove compartment or trunk), you
can still say you don’t consent.


--- Page 9 ---

7
NUS
DO | HAVE TO GIVE ICE
MY FINGERP"
eng_004_chunk_7,eng_004,"RINTS?

ICE officers can only take your fingerprints
if they reasonably suspect you violated an
immigration law or if they arrest you.

lf the officers do not know who you are or you
suspect they are asking for your fingerprints based
on the way you look, say:

e “Why am I being fingerprinted?”
e “T don’t consent to being fingerprinted.”

Be safe: Don’t resist if ICE still forces you to take
fingerprints. Tell the officers you don’t consent -
it might help you in an immigration case.


--- Page"
eng_004_chunk_8,eng_004,"10 ---

7 iMHiGRANT
' DEFENSE
Ne, PROJECT

To learn more about your
rights with ICE, visit:

IMMIGRANTDEFENSEPROJECT.ORG/KYR

Remember: If you or a loved one could be at
risk of an ICE arrest, speak to an attorney for
individualized advice."
eng_005_chunk_1,eng_005,"--- Page 1 ---

IMMIGRANT
DEFENSE
©) PROJECT

KNOW YOUR
RIGHTS __

What can I do when uy ty
ICE is inside my y
home? i

\\ y
— lf you or a loved one could be at risk of an ICE arrest, —
speak to an attorney for individualized advice. \\


--- Page 2 ---

IDP

(

REMEMBER

Sometimes ICE tricks people into
letting them into letting them into
their homes before they realize it is ICE

If ICE agents are “I do not consent to
in your home or you being inside.
touch your Please leave.”
belongings, sa"
eng_005_chunk_2,eng_005,"y:

If ICE agents ask M ;

I don’t want to bring my
for your passport documents.” or “I don’t
or identity want to give you anything.”

documents, say:

Repeat these phrases, even if you let them in, if they
ignore you, or if they try to take your belongings.


--- Page 3 ---

REMEMBER

ICE agents try to pressure a person
into telling them where to find their
loved ones

You do not have to answer any questions!

Repeat these phrases:
answer questions.”

“T don't want
to talk to you.” 7 “Please le"
eng_005_chunk_3,eng_005,"ave.”

\\ y
— Ifyou or a loved one could be at risk of an ICE arrest, ——
speak to an attorney for individualized advice. \\

“T don’t want to



--- Page 4 ---

©)

WHO'S AT RISK OF AN ICE
ARREST? THE LAW ALLOWS
THE FEDERAL GOVERNMENT TO
DEPORT:

Anyone without lawful immigration status,
including a person who:

e entered without status

e overstayed a visa

e has a final order of removal

Anyone with lawful status with certain
criminal convictions, including:
e Lawful permanent residents/green"
eng_005_chunk_4,eng_005,"card holders
e Refugees and asylees
e Visa holders

ICE decides who to arrest and deport.


--- Page 5 ---

BE AWARE

If you have legal status in the U.S.
and prior criminal convictions, you
could be at risk, even if:

e Your conviction is from years ago;

e You didn’t serve time in jail

e Your case was a minor or a misdemeanor

e You’ve had your green card for along
time

e Your family members are US. citizens

\\ y
— lf you or a loved one could be at risk of an ICE arrest, —
speak to an attor"
eng_005_chunk_5,eng_005,"ney for individualized advice. \\


--- Page 6 ---

f IMMIGRANT
! . DEFENSE
J PROJECT

KNOW YOUR
RIGHTS WITH ICE

Get more resourcesat:

immigrantdefenseproject.org/kyr"
eng_006_chunk_1,eng_006,"--- Page 1 ---

ON IMMIGRANT
) DEFENSE
oO PROJECT

= KNOW YOUR
RIGHTS

What can I do when ICE
stops me on the street?

\
» If you or a loved one could be at risk of an ICE arrest,
speak to an attorney for individualized advice.


--- Page 2 ---

WATCH OUT WHEN YOU'RE
OUTSIDE

ICE agents might follow people near
@ their homes or in public to arrest

them.

— ICE agents often do not wear
‘uniforms and do not identify
i> themselves. They find a person to
arrest by calling out their name.

Remembe"
eng_006_chunk_2,eng_006,"r

Remain silent. Don’t say your name
or answer any questions.

[DP

(©)


--- Page 3 ---

IF YOU ARE STOPPED BY ICE

OR POLICE ON THE STREET,
ASK, “AM I FREE T0 GO?”

If they I do not want to answer
answer YES, any questions.
say:

Calmly walk away
If they I do not want to answer
answer any questions. I want to
NO, say: speak to a lawyer.

Try to remain silent


--- Page 4 ---

IF THE OFFICER SEARCHES
YOUR POCKETS OR
BELONGINGS

You can say:

Ido not consent to you
searching me.I! want to
speak"
eng_006_chunk_3,eng_006,"toa lawyer.

\\ y
— lf you or a loved one could be at risk of an ICE arrest,
speak to an attorney for individualized advice. \


--- Page 5 ---

WHO'S AT RISK OF AN ICE
ARREST? THE LAW ALLOWS
THE FEDERAL GOVERNMENT TO
DEPORT:

Anyone without lawful immigration
status, including a person who:

e entered without status
¢ overstayed a visa
e has a final order of removal

Anyone with lawful status with certain

criminal convictions, including:

e Lawful permanent residents/green card holders
e Refu"
eng_006_chunk_4,eng_006,"gees and asylees
e Visa holders

ICE decides who to arrest and deport.


--- Page 6 ---

BE AWARE :

If you have legal status in the U.S.
and prior criminal convictions, you
could be at risk, even if:

e Your conviction is from years ago;

e You didn’t serve time in jail;

e Your case was a Minor ora
misdemeanor;

e You've had your green card for along
time;

e Your family members are U.S. citizens

\\ y
— lf you or a loved one could be at risk of an ICE arrest, ——
speak to an attorney for indiv"
eng_006_chunk_5,eng_006,"idualized advice. \\


--- Page 7 ---

4 IMMIGRANT
. DEFENSE
J PROJECT

KNOW YOUR
RIGHTS WITH ICE

Get more resourcesat:

immigrantdefenseproject.org/kyr"
eng_007_chunk_1,eng_007,"--- Page 1 ---

PO isan
: DEFENSE
NP) PROJECT

KNOW YOUR
RIGHTS

When ICE pulls over your car

Your rights in a car stop by ICE are similar to your rights in public.
You should assert your rights even if ICE officers ignore you. Using
these rights could help you fight a legal case!


--- Page 2 ---

(=)

You have a right to

REFUSE TO BE FINGERPRINTED
BY ICE UNLESS YOU ARE UNDER
ARREST

If the officers force you to take fingerprints, you have
the right to ask questions about why you are being"
eng_007_chunk_2,eng_007,"fingerprinted.

Say: “Why am I being fingerprinted?”

“T don’t consent to being
fingerprinted.”


--- Page 3 ---

You have a right to
REFUSE A SEARCH OF
YOUR CAR

That includes your trunk and glove compartment.

Instead, say:

“T don‘t consent to this search.”

“T don’t want you to search my car.”

(=)


--- Page 4 ---

(=)

You have a right to

REFUSE A SEARCH OF YOUR
POCKETS BEYOND A PATDOWN
FOR “OFFICER SAFETY”

Remember: a pat-down does not include officers
searching your pockets or your bel"
eng_007_chunk_3,eng_007,"ongings

Instead, say:

“T don’t consent to this search.”

“I don't want you to search my
pockets.”


--- Page 5 ---

(=)

You have the right to
ASK IF THE OFFICERS
HAVE A WARRANT

Ask: | “Do you have a warrant?”

“IT want touse my rightstonot
If IE says HO
Use your right to

remain silent “Why are you stopping me?”
and say:

“Am I free to go?”

if ICE says YES [I don’t want to answer your questions.

say: I would like to see the warrant.”


--- Page 6 ---

Vehicle passengers have the right to
R"
eng_007_chunk_4,eng_007,"EFUSE TO GIVE AN ID

Or to give any personal information, including:
¢ your name
e address
© place of birth

Instead, say: “Am I free to go?”

“I don’t consent to give you [Dor
answer your questions.”

(=)


--- Page 7 ---

(=)

You have a right to
ASK QUESTIONS

To find out who the officers are and why they
stopped your car:

“Are you the police?”
“Are you highway patrol?”
“Are you immigration?”

“Why am I being stopped?”


--- Page 8 ---

)

You have a right to
LEAVE IF YOU ARE NOT
UNDER ARRES"
eng_007_chunk_5,eng_007,"T

Ask: | “Am! free to go?”

If ICE says NO
Use your right to
remain silent and say:

lf ICE says YES
Say this and wait until the “IT don't want to answer
officer is a safe distance your questions.”

to drive or walk away.



--- Page 9 ---

(=)

You have a right to
REMAIN SILENT

© Do not answer questions about your criminal or
immigration history.

e Do not lie or show false documents.

e Do not run or resist arrest, because this could
escalate the situation.

© Do not answer questions about y"
eng_007_chunk_6,eng_007,"our place of birth.

Instead “T want to use my right not
stead, say: to answer questions.”


--- Page 10 ---

REMINDERS

Sw

>

It is legal to film ICE regardless of your immigration
status.

Make sure to film openly - some states have laws
prohibiting secret recordings.

Physically interfering or not complying with a direction
to back up can put you in danger and risk your arrest.

Even if an ICE agents tells you to stop recording, you can
continue to do so as long as you do not interfere with"
eng_007_chunk_7,eng_007,"the
arrest.

While there are only a few instances where ICE agents
can take your phone, be aware that they may do so
regardless of whether it is legal.

(3)"
eng_008_chunk_1,eng_008,"--- Page 1 ---

eae ANT
PROJECT

KNOW YOUR
RIGHTS

Basics for
documenting ICE

DP)

©

\
- If you or a loved one could be at risk of an ICE arrest, —
speak to an attorney for individualized advice. \\


--- Page 2 ---

REGARDLESS OF YOUR ~

IMMIGRATION STATUS:

e It is legal to film ICE!

e Make sure to film openly - some
states have laws prohibiting secret
recordings.

e Do not physically interfere with
the arrest or interaction.

e If directed to do so, backup! Not
doing so may result in you"
eng_008_chunk_2,eng_008,"r arrest.


--- Page 3 ---

REMINDER

e Even if an ICE agents tells you to
stop recording, you can continue
to do soas long as you do not
interfere with the arrest.

¢ While there are only a few
instances where ICE agents can
take your phone, be aware that
they may do so regardless of
whether it is legal.


--- Page 4 ---

REMINDER

e Assess the situation before you
film. If you are concerned about
your Safety, or the safety of the
person interacting with ICE, there
are other ways to document an"
eng_008_chunk_3,eng_008,"arrest.

Share what you documented with
any family or families of the
individual arrested. Before posting
on social media, reach out to local
organizations that track ICE raids.


--- Page 5 ---

)

WHO’S ATRISKOFANICE 3 =~
ARREST? THE LAW ALLOWS

THE FEDERAL GOVERNMENT TO
DEPORT:

Anyone without lawful immigration status,
including a person who:

e entered without status

e overstayed a visa

e hasa final order of removal

Anyone with lawful status with certain
criminal convictions, including:"
eng_008_chunk_4,eng_008,"e Lawful permanent residents/green card holders
e Refugees and asylees
e Visa holders

ICE decides who to arrest and deport.


--- Page 6 ---

BE AWARE ~

If you have legal status in the U.S.
and prior criminal convictions, you
could be at risk, even if:

e Your conviction is from years ago;

e You didn’t serve time in jail

e Your case was a Minor or a misdemeanor

e You’ve had your green card for along
time

e Your family members are U.S. citizens

\\ y
— If you or a loved one could be at ris"
eng_008_chunk_5,eng_008,"k of an ICE arrest,
speak to an attorney for individualized advice. \\


--- Page 7 ---

FN IMMIGRANT
: _ DEFENSE
Cory PROJECT

KNOW YOUR
RIGHTS WITH ICE

Get more resourcesat:

immigrantdefenseproject.org/kyr"
eng_009_chunk_1,eng_009,"--- Page 1 ---

DOCUMENTING
ICE RAIDS 101

YY



--- Page 2 ---

()

ANYONE CAN DOCUMENT
AN ICE RAID

Even if you dont know the people
involved, raids can be documented by:
e Taking photos or videos

e Taking notes immediately after
witnessing an encounter

e Saving communications from ICE agents
(i.e. texts or voicemails)

e Interviewing other witnesses and
writing down what they've seen

e Reviewing security camera footage


--- Page 3 ---

e Even if an ICE agents tells you to stop
recording"
eng_009_chunk_2,eng_009,", you can continue to do so as
long as you do not interfere with the
arrest and do not do it in secret.

e While there are only a few instances
where ICE agents can take your phone,
be aware that they may do so regardless
of whether it is legal

If you or a loved one could be at risk of an ICE arrest,
speak to an attorney for individualized advice.


--- Page 4 ---

REMEMBER

e Assess the situation before you film. If
you are concerned about your safety, or
the safety of the person interacting w"
eng_009_chunk_3,eng_009,"ith
ICE, there are other ways to document
an arrest.

e Share what you documented with any
family or families of the individual
arrested. Before posting on social media,
reach out to local organizations that
track ICE raids.

If you or a loved one could be at risk of an ICE arrest,
speak to an attorney for individualized advice.


--- Page 5 ---

F \ IMMIGRANT
' DEFENSE
NP PROJECT

Know Your Rights with ICE.
Get free resourcesat:

IMMIGRANTDEFENSEPROJECT.ORG/KYR

If you or a loved one could be a"
eng_009_chunk_4,eng_009,"t risk of an ICE arrest,
speak to an attorney for individualized advice."
eng_010_chunk_1,eng_010,"--- Page 1 ---

N
wr N i
a

DOCUMENTING
ICE ACTIVITY:
WHAT TO TRACK



--- Page 2 ---

Communities across the country are on high alert. You
may hear about ICE sightings or arrests, but it may not
be clear whether it was actually ICE.

This is by design. ICE intentionally uses tactics (like not
identifying themselves or wearing clothes that look like
local police) so that it may not be clear whether they
are part of ICE.



--- Page 3 ---

ANYONE CAN DOCUMENT
ICE ACTIVITY

Even if you dont kno"
eng_010_chunk_2,eng_010,"w the people involved, raids
can be documented by:

e

Taking photos or videos
Taking notes immediately after witnessing an encounter

Saving communications from ICE agents
(i.e. texts or voicemails)

Interviewing other witnesses and writing down
what they've seen

Reviewing security camera footage

@


--- Page 4 ---

WHAT HAPPENED? cect the basic facts

When did it happen?
@ Date and Time
Where did it happen?

@ Address, if possible

e Gross streets or nearby landmark
e What kind of location?"
eng_010_chunk_3,eng_010,"(For example: a home, school, shelter,
hospital, outdoor, etc.)

How many officers were present?

= Number of officers

e Where were they? (For example: 2-3 officers entered the house
while 5-6 waited on the street)

(2)

=>


--- Page 5 ---

WHAT HAPPENED?

Get more details about the officers present.

How were the officers dressed, and what else did you see?

@ Was anything visible that identified them as part of ICE, DHS,
or Homeland Security Investigations?

@ = What color were their uniform"
eng_010_chunk_4,eng_010,"s, if any?

= = |f they were wearing vests, bulletproof vests, or jackets, what
did they say on them?

ex =—=- Were there officers in different types of clothing?
@x =e Were any of the officers carrying weapons?

@ = |f there were vehicles, how many and what did they look like?
What did they say on them?


--- Page 6 ---

WHAT HAPPENED?

Additional helpful information to capture.

Get clearer details

Was any conversation overheard between the officers and
person who was stopped? What was said?"
eng_010_chunk_5,eng_010,"Was anyone arrested? If so, how many people?
Did you see anyone get fingerprinted?
Were people fingerprinted who weren't arrested?

Did you see officers take or receive any identification or
documentation from people?

lf someone was arrested, do you have their name or
contact information of their loved ones?

@


--- Page 7 ---

WHAT IF IT ISN'T CLEAR
THAT IT WAS ICE?

Even with these details, it may not always be clear.

What can you do?

@ Reach out first to family members of the person arre"
eng_010_chunk_6,eng_010,"sted to share
what you saw. Let them decide if they want to share what
happened publicly.

@ = Contact your local elected officials’ office with the details
collected.

a = Contact your local immigrant rights group or community organizers
with the details collected.

Why? They may be able to determine whether the tactics
described are consistent with ICE practices on the ground, and/or
have ideas of other agencies you can reach out to for more

information.


--- Page 8 ---

THINKING ABOUT SHARI"
eng_010_chunk_7,eng_010,"NG
WHAT YOU SAW OR HEARD
ON SOCIAL MEDIA?

SHARE RESPONSIBLY!
Reach out to local organizers, mutual aid groups, immigrant
rights groups, and/or local elected officials.

Although it may seem like ICE, it's possible that it wasn't
actually ICE and sharing or resharing the inaccurate
information can cause more fear.

@


--- Page 9 ---

IF YOU DECIDE TO SHARE
ON SOCIAL MEDIA

Take all the steps possible to verify the information
before putting it out in public

Don't use the names or identifying i"
eng_010_chunk_8,eng_010,"nformation of the
person arrested.

If you have photos or videos, blur the faces of anyone in
the images. You don’t accidentally want to share the
information about the person arrested on the internet.

©)


--- Page 10 ---

REMINDERS

KE

It is legal to film ICE regardless of your immigration
status.

Make sure to film openly - some states have laws
prohibiting secret recordings.

Physically interfering or not complying with a direction
to back up can put you in danger and risk your arrest.

Ev"
eng_010_chunk_9,eng_010,"en if an ICE agents tells you to stop recording, you can
continue to do so as long as you do not interfere with the
arrest.

While there are only a few instances where ICE agents
can take your phone, be aware that they may do so
regardless of whether it is legal.

(2)


--- Page 11 ---

BUILD POWER.
NOT PANIC.

immigrantdefenseproject.org/kyr |"
eng_011_chunk_1,eng_011,"--- Page 1 ---

ICE TELLS LIES.
DON’T FALL FOR
THEM.

Common lies or tricks ICE agents use to
enter a home or get information about

someone.



--- Page 2 ---

ICE’S MOST COMMON LIE IS
PRETENDING TO BE LOCAL
POLICE

So you think you are helping police
instead of helping ICE.

ICE tries to lure people outside their
home or create a fake reason to enter

their home so they can arrest the person
they have targeted.

\\ y
— lf you or a loved one could be at risk of an ICE arrest,
speak to an atto"
eng_011_chunk_2,eng_011,"rney for individualized advice. © \\


--- Page 3 ---

COMMON ICE RUSES: PHONE

ICE agents lie or use ruses over the
\-. phone to:

e obtain information

¢ locate the person they are
looking to arrest

e arrange a location to meet in
person, outside the home

It is common for ICE agents to call and...
e act like they are the local police
¢ claim to be from a specific police
precinct or unit
e ask where the person they are looking
for is and ask to meet them


--- Page 4 ---

)

IDP

(

COMMON IC"
eng_011_chunk_3,eng_011,"E RUSES
BY PHONE

| Lost ID ""C m
“We found a lost ID.” an von on
to you:
=8 3
You're a Suspect

“We're investigating a
crime and you’re a
suspect.”

“Can you
come to us?”

\\ y
— lf you or a loved one could be at risk of an ICE arrest,
speak to an attorney for individualized advice. \\


--- Page 5 ---

(©)

COMMON ICE RUSES
IN PERSON

ICE agents lie or use ruses in-
person to:
e get inside the home
e make an arrest
e obtain information about the
person they want to arrest

It is common for ICE"
